sex,age,edu,unempdur,income,marital,sport,smoke,alcabuse,workab,englang,bmi
FEMALE,24,SECONDARY,0,1050,SINGLE,NO,NO,NO,NO,ACTIVE,20.17714852
FEMALE,61,VOCATIONAL/GRAMMAR,,700,MARRIED,YES,NO,NO,NO,NONE,28.37370242
FEMALE,48,PRIMARY/NO EDUCATION,24,,MARRIED,YES,YES,NO,NO,NONE,18.36547291
FEMALE,70,PRIMARY/NO EDUCATION,0,950,WIDOWED,YES,NO,NO,NO,NONE,31.25
MALE,53,VOCATIONAL/GRAMMAR,6,2000,WIDOWED,NO,YES,NO,NO,NONE,27.17063157
FEMALE,47,POST-SECONDARY OR HIGHER,0,6000,MARRIED,YES,NO,NO,NO,NONE,27.88518739
MALE,25,VOCATIONAL/GRAMMAR,6,1000,SINGLE,NO,NO,NO,NO,NONE,25.1063327
MALE,55,POST-SECONDARY OR HIGHER,0,4700,MARRIED,NO,NO,NO,,ACTIVE,24.8015873
FEMALE,22,SECONDARY,,,SINGLE,NO,NO,NO,NO,ACTIVE,18.77834467
FEMALE,51,POST-SECONDARY OR HIGHER,0,1950,MARRIED,NO,NO,NO,NO,ACTIVE,26.2335558
MALE,19,VOCATIONAL/GRAMMAR,5,,SINGLE,NO,NO,NO,NO,NONE,22.06880942
MALE,55,SECONDARY,,2000,MARRIED,YES,YES,NO,NO,NONE,26.2345679
MALE,37,SECONDARY,0,1100,MARRIED,YES,YES,NO,NO,NONE,24.21229339
MALE,17,VOCATIONAL/GRAMMAR,24,,SINGLE,YES,NO,NO,NO,PASSIVE,23.54788069
FEMALE,51,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,NO,NO,NO,NONE,23.24380165
FEMALE,49,POST-SECONDARY OR HIGHER,,2100,SINGLE,NO,NO,NO,NO,NONE,22.65625
FEMALE,37,SECONDARY,0,1500,DIVORCED,YES,NO,NO,NO,NONE,30.48315806
FEMALE,49,POST-SECONDARY OR HIGHER,,1800,MARRIED,NO,NO,NO,NO,NONE,27.26800554
FEMALE,63,PRIMARY/NO EDUCATION,24,909,WIDOWED,YES,YES,NO,NO,NONE,16.66025887
MALE,59,SECONDARY,,3000,MARRIED,YES,NO,NO,NO,NONE,27.4691358
FEMALE,24,SECONDARY,0,1050,SINGLE,YES,NO,NO,NO,PASSIVE,20.17714852
FEMALE,58,POST-SECONDARY OR HIGHER,,3500,MARRIED,YES,NO,NO,NO,NONE,28.40550436
MALE,85,POST-SECONDARY OR HIGHER,,2000,MARRIED,NO,NO,NO,NO,NONE,22.94811574
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,NONE,19.05197378
FEMALE,81,PRIMARY/NO EDUCATION,0,1080,WIDOWED,YES,NO,NO,NO,NONE,25.72103221
FEMALE,65,PRIMARY/NO EDUCATION,24,920,WIDOWED,YES,NO,NO,NO,NONE,22.30814991
FEMALE,74,POST-SECONDARY OR HIGHER,2,2100,MARRIED,YES,NO,NO,NO,PASSIVE,29.40759637
FEMALE,35,POST-SECONDARY OR HIGHER,0,1500,WIDOWED,NO,NO,NO,NO,PASSIVE,27.88518739
MALE,69,SECONDARY,24,1400,WIDOWED,NO,NO,NO,NO,NONE,30.42184965
MALE,78,PRIMARY/NO EDUCATION,0,968,MARRIED,YES,NO,NO,NO,NONE,21.60410478
MALE,20,SECONDARY,0,,SINGLE,NO,NO,NO,,ACTIVE,25.96304794
MALE,56,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,YES,NO,,ACTIVE,25.82644628
FEMALE,86,PRIMARY/NO EDUCATION,0,850,WIDOWED,YES,NO,NO,NO,NONE,33.29864724
FEMALE,61,SECONDARY,24,1400,MARRIED,YES,YES,NO,NO,NONE,33.46222487
FEMALE,19,VOCATIONAL/GRAMMAR,0,,SINGLE,NO,NO,NO,,PASSIVE,20.76124567
FEMALE,32,SECONDARY,0,1300,MARRIED,YES,YES,NO,NO,NONE,22.18934911
FEMALE,80,PRIMARY/NO EDUCATION,0,1400,WIDOWED,YES,NO,NO,NO,NONE,28.30599506
FEMALE,75,PRIMARY/NO EDUCATION,0,860,MARRIED,YES,NO,NO,NO,NONE,36
MALE,34,POST-SECONDARY OR HIGHER,,5000,SINGLE,NO,YES,NO,YES,PASSIVE,24.30724356
FEMALE,24,SECONDARY,,560,SINGLE,YES,YES,NO,,PASSIVE,24.4646016
FEMALE,75,SECONDARY,,1480,WIDOWED,NO,NO,NO,NO,NONE,28.73174689
FEMALE,45,PRIMARY/NO EDUCATION,,1300,MARRIED,NO,YES,YES,NO,ACTIVE,23.95122659
MALE,44,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,YES,NO,NO,NONE,29.32098765
MALE,58,VOCATIONAL/GRAMMAR,24,600,MARRIED,NO,NO,NO,NO,NONE,26.5625
MALE,59,SECONDARY,,2500,MARRIED,YES,NO,NO,NO,NONE,27.4691358
MALE,18,VOCATIONAL/GRAMMAR,,111,SINGLE,YES,NO,NO,NO,PASSIVE,19.88385305
FEMALE,34,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,NONE,21.79930796
MALE,78,PRIMARY/NO EDUCATION,,913,WIDOWED,YES,NO,NO,NO,NONE,31.23140988
MALE,46,SECONDARY,,2500,MARRIED,YES,YES,NO,NO,,23.93898977
MALE,43,VOCATIONAL/GRAMMAR,0,1850,MARRIED,YES,YES,NO,NO,NONE,29.32098765
FEMALE,41,VOCATIONAL/GRAMMAR,0,1200,MARRIED,YES,YES,NO,NO,NONE,20.54988662
MALE,33,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,NO,NO,NO,PASSIVE,26.7299275
MALE,19,VOCATIONAL/GRAMMAR,,700,SINGLE,NO,NO,NO,NO,ACTIVE,20.45288532
MALE,36,VOCATIONAL/GRAMMAR,0,1800,MARRIED,YES,NO,NO,NO,NONE,25.68956193
MALE,25,SECONDARY,0,1000,SINGLE,NO,NO,NO,NO,ACTIVE,21.36686914
FEMALE,49,SECONDARY,0,1200,MARRIED,NO,NO,NO,NO,NONE,21.63114885
MALE,21,POST-SECONDARY OR HIGHER,,1900,SINGLE,NO,YES,YES,NO,ACTIVE,28.40550436
MALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,,NONE,20.51508648
FEMALE,60,PRIMARY/NO EDUCATION,24,700,MARRIED,YES,NO,NO,NO,NONE,24.76756592
FEMALE,37,SECONDARY,0,1250,MARRIED,YES,NO,NO,NO,NONE,30.48780488
MALE,54,VOCATIONAL/GRAMMAR,0,1800,MARRIED,YES,NO,NO,NO,NONE,31.7417889
MALE,37,VOCATIONAL/GRAMMAR,,500,MARRIED,NO,YES,NO,NO,NONE,26.0261749
FEMALE,34,SECONDARY,2,1200,MARRIED,NO,NO,NO,NO,ACTIVE,23.42209073
FEMALE,49,SECONDARY,0,2000,MARRIED,NO,NO,YES,NO,NONE,27.63605442
MALE,60,PRIMARY/NO EDUCATION,,1300,MARRIED,YES,NO,NO,NO,NONE,32.8731098
FEMALE,63,POST-SECONDARY OR HIGHER,0,1598,MARRIED,NO,NO,NO,NO,NONE,33.09042237
MALE,65,SECONDARY,0,2000,DIVORCED,YES,YES,NO,NO,NONE,25.29937595
FEMALE,38,POST-SECONDARY OR HIGHER,0,16000,MARRIED,YES,YES,NO,NO,ACTIVE,22.03856749
FEMALE,59,SECONDARY,24,540,WIDOWED,YES,YES,NO,NO,NONE,18.59113034
FEMALE,78,SECONDARY,24,1480,WIDOWED,YES,NO,NO,NO,PASSIVE,24.6097337
FEMALE,81,PRIMARY/NO EDUCATION,,1600,MARRIED,YES,NO,NO,NO,NONE,24.8357635
MALE,50,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,YES,NO,NO,PASSIVE,20.6758034
FEMALE,53,POST-SECONDARY OR HIGHER,0,2200,MARRIED,YES,NO,NO,NO,PASSIVE,23.7953599
FEMALE,43,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,YES,NO,NO,NONE,21.56454491
MALE,24,SECONDARY,8,1300,MARRIED,YES,YES,NO,NO,PASSIVE,20.98765432
FEMALE,39,POST-SECONDARY OR HIGHER,0,1846,MARRIED,NO,NO,NO,NO,NONE,23.88946281
MALE,20,SECONDARY,0,,MARRIED,NO,NO,NO,NO,ACTIVE,23.54788069
FEMALE,52,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,NONE,27.63980131
FEMALE,63,SECONDARY,24,980,WIDOWED,YES,NO,NO,,NONE,23.8330046
FEMALE,43,VOCATIONAL/GRAMMAR,0,1400,MARRIED,YES,YES,NO,NO,NONE,23.7953599
FEMALE,32,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,NO,NO,ACTIVE,20.65754
FEMALE,87,PRIMARY/NO EDUCATION,24,2200,WIDOWED,NO,NO,NO,NO,NONE,23.62444749
FEMALE,53,PRIMARY/NO EDUCATION,24,,MARRIED,YES,YES,NO,NO,NONE,25.23634033
MALE,61,SECONDARY,24,1800,DIVORCED,YES,NO,NO,NO,PASSIVE,36.57133465
FEMALE,58,PRIMARY/NO EDUCATION,,1111,MARRIED,YES,NO,NO,NO,NONE,30.85399449
MALE,43,VOCATIONAL/GRAMMAR,0,497,MARRIED,YES,NO,NO,YES,NONE,26.58420139
MALE,24,SECONDARY,24,,SINGLE,NO,NO,NO,YES,PASSIVE,22.35371466
FEMALE,30,VOCATIONAL/GRAMMAR,0,300,SINGLE,YES,NO,NO,NO,NONE,28.3446712
FEMALE,64,SECONDARY,0,1500,MARRIED,NO,NO,NO,NO,NONE,31.40766481
MALE,64,VOCATIONAL/GRAMMAR,0,1900,DIVORCED,YES,NO,NO,NO,NONE,31.09789075
FEMALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,NO,PASSIVE,22.58270917
FEMALE,59,VOCATIONAL/GRAMMAR,24,1600,SINGLE,YES,NO,NO,NO,NONE,22.46003435
MALE,58,VOCATIONAL/GRAMMAR,,700,MARRIED,YES,YES,NO,NO,NONE,21.2585034
MALE,23,VOCATIONAL/GRAMMAR,6,,SINGLE,YES,YES,NO,,NONE,27.77777778
FEMALE,39,SECONDARY,24,,MARRIED,NO,NO,NO,NO,PASSIVE,23.58832922
MALE,16,PRIMARY/NO EDUCATION,0,,SINGLE,YES,NO,NO,,PASSIVE,20.06920415
FEMALE,49,POST-SECONDARY OR HIGHER,,1800,MARRIED,YES,YES,NO,NO,NONE,23.4375
FEMALE,32,SECONDARY,22,,MARRIED,YES,NO,NO,NO,ACTIVE,
FEMALE,59,SECONDARY,0,700,MARRIED,NO,YES,YES,NO,NONE,21.04804761
MALE,23,SECONDARY,,,SINGLE,NO,NO,NO,NO,PASSIVE,25.14285714
MALE,63,POST-SECONDARY OR HIGHER,0,3600,MARRIED,YES,NO,YES,NO,NONE,32.28305785
MALE,38,PRIMARY/NO EDUCATION,20,,DIVORCED,YES,YES,NO,NO,NONE,30.11937557
FEMALE,40,SECONDARY,0,950,MARRIED,YES,NO,NO,NO,NONE,20.04744562
MALE,59,POST-SECONDARY OR HIGHER,0,5000,MARRIED,NO,NO,YES,NO,NONE,34.68093539
MALE,61,PRIMARY/NO EDUCATION,,2000,MARRIED,NO,NO,NO,NO,NONE,27.34375
MALE,58,VOCATIONAL/GRAMMAR,14,1300,SINGLE,YES,NO,NO,NO,NONE,31.64556962
MALE,53,VOCATIONAL/GRAMMAR,0,3300,MARRIED,YES,YES,NO,NO,NONE,26.19618735
MALE,45,POST-SECONDARY OR HIGHER,,7500,MARRIED,NO,NO,NO,NO,NONE,28.40550436
MALE,31,PRIMARY/NO EDUCATION,0,1800,SINGLE,YES,YES,YES,NO,NONE,25.46938776
FEMALE,36,SECONDARY,0,,MARRIED,NO,NO,NO,YES,PASSIVE,26.0261749
MALE,53,SECONDARY,,3000,MARRIED,YES,YES,YES,NO,NONE,
FEMALE,65,SECONDARY,0,750,WIDOWED,NO,NO,NO,NO,NONE,18.8267935
FEMALE,49,SECONDARY,0,2000,MARRIED,YES,NO,NO,NO,NONE,21.21831719
FEMALE,52,PRIMARY/NO EDUCATION,,400,MARRIED,YES,YES,NO,NO,NONE,18.81892431
MALE,56,SECONDARY,18,,MARRIED,YES,NO,NO,NO,NONE,30.859375
FEMALE,61,SECONDARY,24,1600,MARRIED,YES,NO,NO,NO,NONE,30.66890496
FEMALE,49,POST-SECONDARY OR HIGHER,0,2500,MARRIED,YES,NO,NO,NO,NONE,25.63691716
MALE,22,SECONDARY,0,1500,SINGLE,NO,NO,NO,NO,PASSIVE,26.47210744
FEMALE,58,VOCATIONAL/GRAMMAR,0,800,MARRIED,YES,NO,NO,NO,NONE,31.37798917
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,YES,NO,,PASSIVE,20.41522491
MALE,74,PRIMARY/NO EDUCATION,,,WIDOWED,YES,NO,NO,NO,NONE,26.0261749
FEMALE,63,SECONDARY,24,900,MARRIED,NO,NO,NO,NO,NONE,28.76397107
MALE,34,SECONDARY,,2854,MARRIED,NO,NO,NO,NO,ACTIVE,28.69592943
FEMALE,38,VOCATIONAL/GRAMMAR,0,980,MARRIED,YES,NO,NO,NO,NONE,21.30681818
MALE,29,VOCATIONAL/GRAMMAR,0,2500,MARRIED,NO,YES,NO,NO,NONE,29.70041322
MALE,53,VOCATIONAL/GRAMMAR,0,3300,MARRIED,YES,NO,NO,NO,NONE,29.06574394
FEMALE,46,SECONDARY,0,1200,MARRIED,YES,NO,NO,NO,NONE,26.76977989
MALE,62,SECONDARY,0,1400,MARRIED,YES,NO,NO,NO,NONE,25.86451247
FEMALE,73,PRIMARY/NO EDUCATION,0,1115,WIDOWED,YES,NO,NO,NO,NONE,26.5625
FEMALE,61,SECONDARY,24,1400,MARRIED,YES,NO,NO,NO,NONE,33.203125
MALE,21,SECONDARY,0,,SINGLE,NO,NO,NO,NO,ACTIVE,31.9311398
MALE,37,SECONDARY,0,3000,MARRIED,NO,NO,NO,NO,NONE,21.14631991
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,NO,PASSIVE,16.41530727
MALE,19,VOCATIONAL/GRAMMAR,,,SINGLE,NO,YES,YES,,PASSIVE,20.0617284
MALE,64,VOCATIONAL/GRAMMAR,,,WIDOWED,YES,NO,NO,NO,NONE,25.95155709
MALE,56,VOCATIONAL/GRAMMAR,24,,MARRIED,YES,YES,NO,NO,NONE,29.05475207
FEMALE,28,POST-SECONDARY OR HIGHER,,2400,SINGLE,NO,NO,NO,NO,ACTIVE,21.61281179
FEMALE,40,POST-SECONDARY OR HIGHER,0,3500,MARRIED,NO,YES,NO,NO,ACTIVE,23.05175491
FEMALE,22,SECONDARY,24,,SINGLE,NO,NO,NO,,ACTIVE,21.29529475
MALE,62,PRIMARY/NO EDUCATION,0,750,MARRIED,YES,YES,NO,NO,NONE,24.22145329
FEMALE,29,VOCATIONAL/GRAMMAR,0,1300,,NO,NO,NO,NO,NONE,25.6543724
FEMALE,63,VOCATIONAL/GRAMMAR,0,,MARRIED,YES,NO,NO,NO,NONE,29.296875
FEMALE,58,PRIMARY/NO EDUCATION,8,620,MARRIED,YES,NO,NO,NO,NONE,24.76756592
MALE,64,SECONDARY,,,MARRIED,NO,NO,NO,NO,NONE,29.06976744
FEMALE,34,SECONDARY,0,1000,MARRIED,NO,YES,NO,NO,ACTIVE,21.484375
FEMALE,47,POST-SECONDARY OR HIGHER,0,,MARRIED,YES,YES,NO,NO,NONE,20.95717116
MALE,47,VOCATIONAL/GRAMMAR,0,1800,MARRIED,YES,NO,NO,NO,NONE,34.56790123
MALE,21,SECONDARY,3,1200,SINGLE,NO,NO,NO,NO,ACTIVE,26.85185185
FEMALE,24,SECONDARY,0,600,SINGLE,YES,NO,NO,NO,NONE,30.1102789
MALE,52,VOCATIONAL/GRAMMAR,24,1200,MARRIED,YES,YES,NO,NO,NONE,24.22145329
FEMALE,58,SECONDARY,,1050,MARRIED,YES,NO,NO,NO,NONE,37.18024985
MALE,27,POST-SECONDARY OR HIGHER,3,1500,SINGLE,NO,NO,NO,NO,ACTIVE,19.0194421
MALE,55,PRIMARY/NO EDUCATION,12,2000,MARRIED,YES,YES,NO,NO,NONE,27.05515088
MALE,53,VOCATIONAL/GRAMMAR,,1700,MARRIED,YES,NO,NO,NO,NONE,31.14186851
FEMALE,46,VOCATIONAL/GRAMMAR,0,520,WIDOWED,NO,NO,NO,NO,NONE,33.59375
MALE,47,POST-SECONDARY OR HIGHER,,3500,MARRIED,NO,YES,NO,,ACTIVE,27.76342975
FEMALE,78,POST-SECONDARY OR HIGHER,0,,MARRIED,YES,NO,NO,,NONE,30.47052154
MALE,22,SECONDARY,0,,SINGLE,NO,NO,NO,,ACTIVE,25.79591837
FEMALE,75,PRIMARY/NO EDUCATION,24,700,MARRIED,YES,NO,NO,NO,NONE,25.91068435
MALE,23,SECONDARY,7,1000,SINGLE,YES,NO,NO,NO,ACTIVE,22.67573696
FEMALE,46,VOCATIONAL/GRAMMAR,,,MARRIED,YES,YES,NO,NO,NONE,24.03460984
FEMALE,62,SECONDARY,,1300,WIDOWED,YES,NO,NO,NO,NONE,25.86451247
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,YES,NO,NO,PASSIVE,20.95717116
FEMALE,72,PRIMARY/NO EDUCATION,0,800,MARRIED,YES,NO,NO,NO,NONE,25.390625
FEMALE,27,POST-SECONDARY OR HIGHER,0,3100,SINGLE,YES,NO,NO,NO,ACTIVE,21.4532872
MALE,35,POST-SECONDARY OR HIGHER,0,,MARRIED,NO,NO,YES,NO,ACTIVE,27.44059917
FEMALE,55,POST-SECONDARY OR HIGHER,,2200,DIVORCED,YES,NO,NO,NO,NONE,22.30814991
MALE,61,VOCATIONAL/GRAMMAR,0,2600,MARRIED,YES,NO,NO,NO,NONE,29.06574394
MALE,54,VOCATIONAL/GRAMMAR,7,,MARRIED,YES,NO,NO,NO,NONE,20.76124567
FEMALE,31,POST-SECONDARY OR HIGHER,0,,SINGLE,YES,NO,NO,NO,PASSIVE,23.58832922
MALE,54,SECONDARY,0,2000,MARRIED,YES,NO,NO,NO,NONE,31.56167151
FEMALE,66,PRIMARY/NO EDUCATION,24,1100,WIDOWED,YES,YES,NO,NO,NONE,29.05475207
FEMALE,28,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,YES,NO,NO,NONE,27.99036281
MALE,57,SECONDARY,0,1500,MARRIED,YES,YES,NO,NO,NONE,30.32334259
MALE,59,SECONDARY,0,1500,MARRIED,YES,NO,NO,NO,NONE,32.40740741
MALE,63,SECONDARY,,1500,MARRIED,YES,NO,NO,NO,NONE,32.32323232
MALE,63,POST-SECONDARY OR HIGHER,0,3500,MARRIED,YES,NO,YES,NO,NONE,24.61810377
FEMALE,64,SECONDARY,0,1100,MARRIED,YES,NO,NO,NO,NONE,37.20238095
FEMALE,60,PRIMARY/NO EDUCATION,0,870,MARRIED,YES,YES,NO,NO,NONE,26.03749399
MALE,43,POST-SECONDARY OR HIGHER,0,5000,MARRIED,NO,NO,NO,NO,ACTIVE,28.40550436
MALE,36,VOCATIONAL/GRAMMAR,0,4000,MARRIED,NO,NO,NO,NO,PASSIVE,24.22145329
MALE,67,PRIMARY/NO EDUCATION,24,855,MARRIED,NO,NO,NO,NO,NONE,30.46875
FEMALE,56,SECONDARY,0,2000,MARRIED,YES,NO,NO,NO,NONE,23.23345618
MALE,31,PRIMARY/NO EDUCATION,0,1600,SINGLE,YES,YES,YES,YES,ACTIVE,26.36560303
MALE,33,VOCATIONAL/GRAMMAR,,1600,MARRIED,NO,NO,NO,NO,NONE,27.75748722
FEMALE,42,SECONDARY,0,1330,MARRIED,YES,YES,NO,NO,NONE,19.46740129
FEMALE,56,SECONDARY,18,,MARRIED,NO,NO,NO,NO,NONE,24.09297052
FEMALE,70,SECONDARY,0,1050,MARRIED,YES,NO,NO,NO,NONE,33.65929705
FEMALE,33,VOCATIONAL/GRAMMAR,0,1000,MARRIED,YES,NO,NO,NO,NONE,23.4375
FEMALE,66,VOCATIONAL/GRAMMAR,24,700,MARRIED,YES,NO,NO,NO,NONE,32.32323232
MALE,69,POST-SECONDARY OR HIGHER,,,MARRIED,NO,NO,NO,NO,NONE,25.5036157
FEMALE,26,SECONDARY,0,1100,SINGLE,NO,NO,NO,YES,ACTIVE,17.30103806
FEMALE,57,PRIMARY/NO EDUCATION,0,,MARRIED,YES,NO,NO,NO,NONE,20.3125
MALE,59,PRIMARY/NO EDUCATION,24,1200,MARRIED,YES,NO,YES,NO,NONE,31.23140988
FEMALE,26,POST-SECONDARY OR HIGHER,,2500,SINGLE,NO,NO,NO,,ACTIVE,21.875
MALE,64,VOCATIONAL/GRAMMAR,0,,DIVORCED,YES,YES,NO,NO,NONE,27.04164413
MALE,55,VOCATIONAL/GRAMMAR,0,2300,MARRIED,YES,NO,NO,NO,NONE,28.40550436
FEMALE,63,VOCATIONAL/GRAMMAR,0,,MARRIED,NO,NO,NO,NO,NONE,27.6816609
FEMALE,57,POST-SECONDARY OR HIGHER,0,1370,DE FACTO SEPARATED,NO,NO,NO,NO,NONE,25.71166208
FEMALE,64,SECONDARY,,850,MARRIED,NO,NO,NO,NO,NONE,33.29864724
FEMALE,57,POST-SECONDARY OR HIGHER,0,,MARRIED,YES,NO,NO,NO,PASSIVE,24.03460984
FEMALE,54,SECONDARY,,1200,MARRIED,NO,NO,NO,NO,NONE,29.05475207
FEMALE,32,SECONDARY,0,1400,MARRIED,YES,NO,NO,NO,ACTIVE,23.4375
FEMALE,73,PRIMARY/NO EDUCATION,0,900,WIDOWED,YES,NO,NO,NO,NONE,36.44444444
FEMALE,22,SECONDARY,,,SINGLE,YES,NO,NO,,ACTIVE,20.71569381
MALE,58,SECONDARY,0,630,MARRIED,YES,NO,NO,NO,NONE,28.398718
FEMALE,67,SECONDARY,0,750,MARRIED,NO,NO,NO,NO,NONE,19.48696145
FEMALE,56,VOCATIONAL/GRAMMAR,0,1150,MARRIED,NO,NO,NO,NO,NONE,33.12601406
MALE,47,SECONDARY,0,1500,MARRIED,YES,YES,NO,NO,NONE,30.86419753
FEMALE,52,SECONDARY,0,1450,MARRIED,NO,NO,NO,NO,NONE,27.94214333
FEMALE,23,VOCATIONAL/GRAMMAR,12,100,SINGLE,YES,YES,NO,NO,NONE,28.3446712
FEMALE,80,SECONDARY,0,1600,WIDOWED,YES,NO,NO,NO,NONE,27.34375
MALE,64,POST-SECONDARY OR HIGHER,0,3600,MARRIED,NO,NO,YES,NO,NONE,28.3446712
MALE,24,VOCATIONAL/GRAMMAR,6,1000,MARRIED,YES,YES,NO,NO,PASSIVE,24.44180209
MALE,56,SECONDARY,0,1400,MARRIED,YES,YES,NO,NO,NONE,24.44727891
MALE,48,POST-SECONDARY OR HIGHER,0,2500,MARRIED,YES,YES,NO,NO,NONE,23.7953599
MALE,42,PRIMARY/NO EDUCATION,20,,SINGLE,YES,NO,NO,NO,NONE,29.72651605
FEMALE,75,SECONDARY,0,1730,MARRIED,YES,NO,YES,NO,NONE,33.13975508
MALE,33,VOCATIONAL/GRAMMAR,0,1600,SINGLE,NO,NO,NO,NO,PASSIVE,26.12244898
FEMALE,64,SECONDARY,24,2500,WIDOWED,NO,NO,NO,NO,NONE,22.85714286
FEMALE,48,VOCATIONAL/GRAMMAR,15,,MARRIED,NO,NO,NO,NO,NONE,34.60207612
FEMALE,64,SECONDARY,24,2500,WIDOWED,NO,NO,NO,NO,ACTIVE,22.65625
MALE,24,SECONDARY,,1900,MARRIED,YES,YES,NO,NO,PASSIVE,26.87867813
MALE,23,SECONDARY,,2500,SINGLE,YES,NO,NO,NO,PASSIVE,24.69135802
FEMALE,31,VOCATIONAL/GRAMMAR,0,182,SINGLE,YES,NO,NO,NO,NONE,20.703125
MALE,47,VOCATIONAL/GRAMMAR,,1500,MARRIED,YES,NO,NO,NO,NONE,28.34185537
MALE,67,VOCATIONAL/GRAMMAR,0,1300,MARRIED,YES,YES,YES,NO,NONE,35.29411765
FEMALE,26,SECONDARY,20,300,MARRIED,YES,NO,NO,NO,ACTIVE,20.54988662
FEMALE,80,PRIMARY/NO EDUCATION,,1300,WIDOWED,YES,NO,NO,YES,NONE,27.34375
FEMALE,70,SECONDARY,0,1300,WIDOWED,YES,NO,NO,NO,ACTIVE,27.23922448
FEMALE,29,SECONDARY,4,2200,MARRIED,YES,NO,NO,NO,NONE,23.4375
MALE,27,VOCATIONAL/GRAMMAR,0,2500,MARRIED,NO,YES,NO,NO,NONE,
MALE,37,SECONDARY,0,1100,MARRIED,YES,YES,NO,NO,NONE,27.76342975
MALE,41,VOCATIONAL/GRAMMAR,,3000,MARRIED,YES,NO,YES,NO,NONE,29.70041322
FEMALE,28,POST-SECONDARY OR HIGHER,,2000,SINGLE,NO,NO,NO,NO,ACTIVE,21.0498179
FEMALE,71,POST-SECONDARY OR HIGHER,0,1600,MARRIED,YES,NO,NO,NO,NONE,33.80205516
FEMALE,92,PRIMARY/NO EDUCATION,24,2200,WIDOWED,YES,NO,NO,NO,NONE,25.390625
FEMALE,31,SECONDARY,,480,MARRIED,YES,NO,NO,NO,NONE,25.35154137
MALE,64,VOCATIONAL/GRAMMAR,0,1800,MARRIED,NO,NO,NO,NO,NONE,27.6816609
FEMALE,48,VOCATIONAL/GRAMMAR,0,1500,MARRIED,YES,NO,NO,NO,NONE,28.3530572
MALE,60,PRIMARY/NO EDUCATION,12,,WIDOWED,YES,NO,NO,NO,NONE,25.40281608
FEMALE,20,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,ACTIVE,21.1552942
FEMALE,31,POST-SECONDARY OR HIGHER,0,1800,SINGLE,YES,YES,NO,NO,PASSIVE,19.53125
MALE,19,VOCATIONAL/GRAMMAR,,150,SINGLE,NO,NO,YES,NO,PASSIVE,22.30814991
FEMALE,42,VOCATIONAL/GRAMMAR,0,450,MARRIED,YES,NO,NO,NO,NONE,21.2585034
FEMALE,17,VOCATIONAL/GRAMMAR,,,SINGLE,NO,NO,NO,,PASSIVE,18.40134298
MALE,42,PRIMARY/NO EDUCATION,5,600,SINGLE,YES,NO,NO,NO,NONE,22.5981405
FEMALE,81,POST-SECONDARY OR HIGHER,,,WIDOWED,YES,NO,NO,NO,NONE,30.47052154
FEMALE,47,SECONDARY,24,600,SINGLE,YES,YES,NO,NO,NONE,18.36547291
FEMALE,32,POST-SECONDARY OR HIGHER,0,1300,SINGLE,YES,NO,NO,NO,ACTIVE,22.54657648
FEMALE,41,POST-SECONDARY OR HIGHER,0,1100,MARRIED,NO,NO,NO,NO,NONE,28.71972318
MALE,37,SECONDARY,,,MARRIED,NO,NO,NO,NO,PASSIVE,24.22145329
MALE,36,PRIMARY/NO EDUCATION,0,2200,SINGLE,YES,NO,NO,NO,NONE,25.35154137
MALE,25,SECONDARY,6,3000,SINGLE,NO,NO,NO,NO,PASSIVE,20.45288532
MALE,21,SECONDARY,,260,SINGLE,YES,NO,NO,,ACTIVE,22.20333872
MALE,69,VOCATIONAL/GRAMMAR,,2000,MARRIED,NO,NO,NO,NO,NONE,31.34693878
MALE,40,SECONDARY,0,2500,MARRIED,NO,NO,YES,NO,NONE,20.52260377
FEMALE,18,VOCATIONAL/GRAMMAR,,,SINGLE,YES,NO,NO,,PASSIVE,19.15708812
FEMALE,29,POST-SECONDARY OR HIGHER,3,500,SINGLE,YES,YES,NO,NO,PASSIVE,19.72103697
MALE,68,SECONDARY,24,1000,MARRIED,YES,YES,YES,NO,NONE,20.76124567
MALE,67,SECONDARY,0,1230,MARRIED,YES,YES,NO,NO,NONE,26.12244898
FEMALE,83,PRIMARY/NO EDUCATION,0,850,MARRIED,YES,NO,NO,NO,NONE,35.15625
