ID,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
65424906,05-05-2016,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,122035,1490,7469,1,74,234000
65424907,05-05-2016,2,1,900,5160,1,0,0,3,6,900,0,1952,0,122034,900,5160,2,68,219000
65424908,05-05-2016,3,1.75,1850,7684,1,0,0,3,8,1320,530,1979,0,122018,1940,7630,2,55,218000
65424909,05-05-2016,3,1.75,1690,7735,1,0,0,4,7,1060,630,1976,0,122039,1580,7503,2,52,197000
65424910,05-05-2016,3,1.5,800,8850,1,0,0,4,6,800,0,1959,0,122018,820,8775,2,50,191000
65424911,05-05-2016,3,1,1010,7034,1,0,0,3,7,1010,0,1954,0,122042,1440,10994,1,50,175000
65424912,05-05-2016,3,1.5,1420,8580,1,0,0,3,6,1420,0,1962,0,122018,1200,8580,1,71,136500
65424913,05-05-2016,2,1,780,16344,1,0,0,1,5,780,0,1942,0,122056,1700,10387,2,51,78000
65424914,06-05-2016,7,4.5,6210,8856,2.5,0,2,5,11,4760,1450,1910,0,122061,2940,5400,1,64,3200000
65424915,06-05-2016,5,4.5,4270,8076,2,0,0,3,11,3400,870,2007,0,122010,4100,10631,2,72,1530000
65424916,06-05-2016,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,0,122047,2780,6480,2,66,1500000
65424917,06-05-2016,,3,2960,5500,2,0,2,3,10,2440,520,1937,1990,122032,2960,5876,3,80,1340000
65424918,06-05-2016,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,122045,3470,88519,3,77,1150000
65424919,06-05-2016,4,1.5,2310,13300,1,0,0,3,7,1890,420,1950,0,122048,2840,12744,2,61,1110000
65424920,06-05-2016,,3.5,3900,8391,2,0,0,3,10,3900,0,2006,0,122010,3820,12268,2,73,1040000
65424921,06-05-2016,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,0,122047,2430,5940,1,62,940000
65424922,06-05-2016,5,3.75,4130,226076,2,0,0,3,9,3170,960,1985,0,122037,4130,55321,3,55,900000
65424923,06-05-2016,4,2,2210,8556,1,0,1,4,8,1210,1000,1954,0,122032,2190,7975,1,65,794154
65424924,06-05-2016,3,2,2540,7200,1.5,0,3,4,8,1600,940,1905,0,122054,2040,5900,2,72,775000
65424925,06-05-2016,4,2.75,2410,9549,1,0,0,4,7,1780,630,1956,0,122010,2090,9549,2,63,758000
65424926,06-05-2016,3,2.75,,,1,0,0,4,7,1360,1160,1946,0,122003,1800,5036,2,80,750000
65424927,06-05-2016,,2.75,2600,6050,2,0,0,5,8,1960,640,1949,0,122009,1990,6050,2,78,749950
65424928,06-05-2016,4,2.5,2650,4316,1.5,0,0,3,8,1520,1130,1905,2013,122009,1690,5625,3,53,705000
65424929,06-05-2016,3,2,1760,6428,1,0,0,4,7,980,780,1942,0,122032,1760,6004,3,74,690000
65424930,06-05-2016,3,1.75,1680,10500,1,0,0,4,8,1680,0,1959,0,122049,2250,10400,2,70,675000
65424931,06-05-2016,,4,3680,18804,2,0,0,3,10,3680,0,1990,0,122019,3200,15954,2,79,675000
65424932,06-05-2016,3,2.5,3240,108366,2,0,0,4,10,3240,0,1991,0,122035,2090,108366,2,71,651000
65424933,06-05-2016,,3,2270,5175,2,0,0,3,9,2130,140,2002,0,122053,2850,5661,1,62,640000
65424934,06-05-2016,3,2.5,2680,327135,2,0,0,3,8,2680,0,1995,0,122062,2020,60080,1,55,630000
65424935,06-05-2016,2,2.25,2550,5663,1,0,0,3,10,1720,830,2011,0,122053,2560,3828,3,80,630000
65424936,06-05-2016,3,2.5,2030,6500,2,0,0,3,8,2030,0,1988,0,122012,2030,8485,1,66,618080
65424937,06-05-2016,3,3,1680,1570,3,0,0,3,8,1680,0,2014,0,122028,1640,4800,3,62,610950
65424938,06-05-2016,3,2.5,,108900,1,0,0,4,9,1860,600,1977,0,122012,2870,102366,1,55,600000
65424939,06-05-2016,,4.5,3830,6988,2.5,0,0,3,7,2450,1380,1938,0,122028,1460,6291,1,62,599999
65424940,06-05-2016,3,1.75,1960,4788,1,0,0,4,7,1090,870,1920,0,122006,1960,3960,2,66,599000
65424941,06-05-2016,4,2,2510,13695,1,0,0,4,7,1280,1230,1961,2001,122010,1220,12500,2,74,581000
65424942,06-05-2016,4,2,,5000,1,0,0,3,7,1650,0,1955,0,122007,1690,2276,3,53,575000
65424943,06-05-2016,3,2,2350,5080,1.5,0,0,3,8,1780,570,1929,0,122051,1700,5080,1,65,568000
65424944,06-05-2016,3,3,4120,60392,2,0,2,3,9,3180,940,1994,0,122041,2770,64033,3,51,560000
65424945,06-05-2016,3,2,1860,13374,1,0,0,3,8,1860,0,1985,0,122012,1960,9797,3,57,560000
65424946,06-05-2016,,5.75,3700,7647,2,0,1,3,8,3700,0,1948,1984,122014,2510,7479,1,65,540000
65424947,06-05-2016,3,1.75,2720,149410,1.5,0,0,3,9,2720,0,1988,0,122041,2560,149410,1,58,535000
65424948,06-05-2016,3,2.5,2280,2289,2,0,0,3,8,1880,400,2006,0,122012,2280,2425,3,65,535000
65424949,06-05-2016,3,1,1340,4284,1,0,0,3,7,1080,260,1910,0,122004,1960,4080,2,71,530000
65424950,06-05-2016,2,2,1550,2400,1.5,0,0,4,7,1550,0,1900,0,122028,1180,1224,3,66,526000
65424951,06-05-2016,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,122026,1350,1310,3,59,519950
65424952,06-05-2016,3,1.75,1580,9147,1,0,1,4,7,1210,370,1967,0,122029,2600,23564,3,62,515000
65424953,06-05-2016,4,2.5,,5203,2,0,0,3,8,2430,0,2003,0,122014,2260,7474,3,58,510000
65424954,06-05-2016,,2.75,1540,6760,1,0,0,5,7,1210,330,1980,0,122033,1540,7416,3,67,503000
65424955,06-05-2016,2,1,1010,3885,1.5,0,0,4,7,1010,0,1906,1990,122047,1770,4200,1,65,500000
65424956,06-05-2016,3,2.5,1940,37565,1,0,0,4,8,1940,0,1987,0,122012,2560,37565,1,69,500000
65424957,06-05-2016,3,1,990,6000,1,0,0,3,6,990,0,1943,0,122004,1250,6000,1,57,495000
65424958,06-05-2016,,2.75,2656,21195,2,0,0,3,9,2656,0,2014,0,122039,1860,16510,1,72,495000
65424959,06-05-2016,4,2.5,3305,16164,1.5,0,0,5,7,2245,1060,1922,1956,122038,1620,8883,1,58,492000
65424960,06-05-2016,3,2,1610,4160,1,0,0,4,7,1010,600,1917,0,122016,1040,4400,2,70,485000
65424961,06-05-2016,4,2.5,2180,11200,1,0,0,4,8,2180,0,1968,0,122021,1790,11200,1,76,480500
65424962,06-05-2016,2,1,820,2723,1,0,0,3,7,820,0,1921,0,122028,1370,3850,1,80,475000
65424963,06-05-2016,3,,1760,9055,2,0,0,4,7,1760,0,1985,0,122005,2010,9383,2,61,460000
65424964,06-05-2016,3,1.75,1500,6180,1,0,0,4,6,1060,440,1947,0,122051,1740,6180,3,68,440000
65424965,06-05-2016,2,2,1350,3900,1,0,0,3,8,1350,0,2003,0,122045,1440,3900,1,80,428000
65424966,06-05-2016,2,2.5,1150,1027,3,0,0,3,8,1150,0,2008,0,122028,1360,1210,2,61,425000
65424967,06-05-2016,2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,122054,1340,1213,2,72,420000
65424968,06-05-2016,3,,1770,8165,2,0,0,3,7,1770,0,1977,0,122033,1650,8165,2,73,420000
65424969,06-05-2016,3,2.25,1606,1452,3,0,0,3,8,1606,0,2009,0,122022,1516,1939,2,71,417250
65424970,06-05-2016,4,3,1830,9548,2,0,0,3,7,1830,0,1991,0,122058,1740,9750,1,66,415000
65424971,06-05-2016,,2.75,2140,13000,1,0,0,3,7,1320,820,1968,0,122058,2360,11000,3,67,409500
65424972,06-05-2016,3,2.25,1660,8307,1,0,0,4,8,1660,0,1961,0,122038,2510,7800,3,74,405000
65424973,06-05-2016,5,1.75,3000,6000,1,0,0,5,7,1500,1500,1958,0,122063,2230,7125,1,66,380000
65424974,06-05-2016,2,1,1640,17335,1,0,0,3,7,840,800,1978,0,122045,2440,17850,3,66,379500
65424975,06-05-2016,3,,1830,13042,2,0,0,3,8,1830,0,1990,0,122024,1940,6996,1,50,375000
65424976,06-05-2016,,2.75,2410,5003,1,0,0,3,7,1410,1000,2008,0,122051,1590,5003,3,78,365000
65424977,06-05-2016,2,1,820,6400,1,0,0,4,7,820,0,1944,0,122064,1490,6400,2,66,361280
65424978,06-05-2016,5,2.5,2420,8560,1,0,2,3,7,1620,800,1978,0,122051,2210,7040,2,55,352000
65424979,06-05-2016,3,1,1010,9360,1,0,0,3,6,1010,0,1981,0,122010,1470,9360,1,67,350000
65424980,06-05-2016,3,,1630,12295,2,0,0,4,7,1630,0,1985,0,122046,1730,9948,2,59,339950
65424981,06-05-2016,2,1,820,681,3,0,0,3,8,820,0,2006,0,122028,820,1156,2,56,339950
65424982,06-05-2016,3,2,1570,7200,1,0,0,4,7,1570,0,1952,0,122014,1410,7434,3,59,335000
65424983,06-05-2016,3,1,1040,16986,1,0,0,4,7,1040,0,1968,0,122015,1660,16986,1,76,314950
65424984,06-05-2016,3,1.75,1870,12381,1,0,0,4,8,1870,0,1957,0,122040,1950,12667,2,77,314500
65424985,06-05-2016,3,1.75,,,1,0,0,4,8,2190,0,1967,0,122018,1980,8000,1,66,313000
65424986,06-05-2016,3,1.75,1840,10723,1,0,0,4,7,1220,620,1974,0,122046,1590,9820,2,62,310000
65424987,06-05-2016,3,1.75,2070,37904,1,0,0,4,7,1420,650,1973,0,122046,2011,19110,2,76,310000
65424988,06-05-2016,3,,1600,3573,2,0,0,3,7,1600,0,2013,0,122053,1500,11089,2,73,305450
65424989,06-05-2016,2,1,760,3001,1,0,0,3,6,760,0,1913,0,122054,1750,5000,2,73,300000
65424990,06-05-2016,3,2.5,1600,4271,2,0,0,3,7,1600,0,2000,0,122039,1700,4746,2,62,280000
65424991,06-05-2016,3,2.5,1600,7000,2,0,0,4,8,1600,0,1993,0,122024,1700,7000,2,56,275000
65424992,06-05-2016,5,1.5,,7112,1,0,0,5,6,760,740,1920,0,122031,1200,7112,1,63,265000
65424993,06-05-2016,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,122052,1010,11680,1,60,255000
65424994,06-05-2016,3,1.75,1250,10122,1,0,0,3,7,1250,0,1994,0,122062,1980,10175,1,53,253000
65424995,06-05-2016,1,1,1100,4373,1,0,0,2,6,820,280,1947,0,122031,1100,7500,3,62,250000
65424996,06-05-2016,3,1,1110,8423,1,0,0,3,7,1110,0,1952,0,122031,1140,9083,3,69,249000
65424997,06-05-2016,4,1.75,1720,10018,1,0,0,5,7,1720,0,1960,0,122035,1220,10018,3,66,248500
65424998,06-05-2016,3,1,1400,7410,1,0,0,3,6,1400,0,1944,0,122031,1070,7410,2,61,246000
65424999,06-05-2016,3,1.5,1260,1270,2,0,0,3,7,1040,220,2005,0,122038,1260,1472,3,65,245000
65425000,06-05-2016,3,2,1410,7566,1,0,0,3,7,1410,0,1985,0,122065,1570,7210,2,73,239900
65425001,06-05-2016,3,2.5,1920,9180,2,0,0,3,8,1920,0,1988,0,122042,1930,7252,1,80,230000
65425002,06-05-2016,3,1.75,1640,10762,1,0,0,3,7,1130,510,1988,0,122035,1680,10259,2,78,226500
65425003,06-05-2016,3,1.5,1380,11130,1,0,0,3,7,1380,0,1960,0,122040,1380,9200,1,78,209950
65425004,06-05-2016,4,1,1490,6600,1,0,0,3,7,1490,0,1969,0,122056,1280,6600,2,68,185000
65425005,06-05-2016,2,1,1040,13100,1,0,0,5,6,1040,0,1912,0,122066,910,5080,1,66,160000
65425006,06-05-2016,2,1,910,22000,1,0,0,3,6,910,0,1956,0,122039,1326,9891,2,79,100000
65425007,07-05-2016,,3,3510,5760,2.5,0,0,4,10,3510,0,1906,0,122047,3450,5760,3,55,1750000
65425008,07-05-2016,3,1.75,2430,12757,1,0,2,4,8,1340,1090,1952,0,122048,2930,12450,3,59,1500000
65425009,07-05-2016,,3.25,2800,3200,1.5,0,0,5,10,1910,890,1932,2002,122061,2450,3500,3,79,1310000
65425010,07-05-2016,,3.25,3820,24166,2,0,1,4,11,3310,510,1990,0,122057,2900,18786,1,72,1250000
65425011,07-05-2016,,3,2920,33976,1,0,3,5,8,1460,1460,1964,0,122029,2970,15210,2,67,1050000
65425012,07-05-2016,4,1,3410,5000,2,0,0,5,8,2190,1220,1910,0,122054,2550,5000,1,58,1040000
65425013,07-05-2016,,2.75,2015,16807,2,1,4,3,9,2015,0,2007,0,122031,1780,12310,2,71,988500
65425014,07-05-2016,5,2.5,3160,11470,1,0,0,4,9,1780,1380,1971,0,122057,3260,11470,2,52,980000
65425015,07-05-2016,,3.25,2640,4080,2,0,0,3,9,1840,800,1912,2000,122004,1990,4080,1,78,930000
65425016,07-05-2016,3,2.5,2920,3942,3,0,0,3,10,2920,0,2008,0,122053,2920,3942,3,65,868500
65425017,07-05-2016,4,2,1910,6960,1.5,0,0,5,8,1910,0,1941,0,122028,1360,3300,1,63,835000
65425018,07-05-2016,5,3,3040,9601,1,0,0,5,9,1970,1070,1968,0,122057,3180,12390,2,50,830000
65425019,07-05-2016,,2.75,3010,1842,2,0,0,3,9,3010,0,2011,0,122020,2950,4200,3,58,785000
65425020,07-05-2016,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,0,122048,2440,9195,2,75,780000
65425021,07-05-2016,4,2.5,2660,5500,2,0,2,3,9,2660,0,2003,0,122011,3620,5500,2,64,753888
65425022,07-05-2016,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,122009,2140,7200,3,51,719000
65425023,07-05-2016,4,2.5,3290,6465,2,0,0,3,9,3290,0,2002,0,122020,3100,5929,3,63,716500
65425024,07-05-2016,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,0,122028,1900,4400,1,60,712000
65425025,07-05-2016,3,1.75,1320,5750,1.5,0,0,5,7,1320,0,1918,0,122009,1440,5750,2,52,660000
65425026,07-05-2016,4,1.75,2060,26036,1,0,0,4,8,1160,900,1947,0,122031,2590,21891,1,69,647500
65425027,07-05-2016,2,1.75,1230,3600,1.5,0,0,5,7,1230,0,1925,0,122003,1210,4500,2,79,636000
65425028,07-05-2016,2,1,1540,6872,1,0,0,4,7,820,720,1946,0,122003,1420,5538,3,72,615000
65425029,07-05-2016,3,2.5,1750,3354,2,0,0,4,7,1750,0,1991,0,122010,1750,4286,2,66,595000
65425030,07-05-2016,2,3,3160,66646,2,0,0,3,7,3160,0,1993,0,122037,3140,38790,2,60,589900
65425031,07-05-2016,4,2.25,2250,41688,2,0,0,3,8,2250,0,1980,0,122045,2350,37920,2,55,569000
65425032,07-05-2016,2,2,1870,4950,1,0,0,3,8,1870,0,2006,0,122045,1670,4800,2,76,559950
65425033,07-05-2016,2,,1360,1349,2,0,0,3,8,1050,310,1997,0,122047,1430,4400,2,65,553650
65425034,07-05-2016,3,2.25,1780,191228,2,0,2,3,8,1780,0,1988,0,122025,2440,87120,3,68,545000
65425035,07-05-2016,6,2.25,2820,15600,1.5,0,2,5,7,1970,850,1940,0,122031,2520,7797,3,62,543200
65425036,07-05-2016,4,1.75,1840,9600,1,0,0,3,7,1220,620,1967,0,122005,1770,9720,1,78,538000
65425037,07-05-2016,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,0,122020,2550,5151,1,69,537500
65425038,07-05-2016,4,2.5,2280,65836,2,0,0,3,8,2280,0,2004,0,122037,2300,97574,3,65,535000
65425039,07-05-2016,3,1,1670,4080,1,0,0,3,7,1170,500,1967,0,122006,1560,4080,1,62,533000
65425040,07-05-2016,3,1.75,1980,6760,1,0,0,4,8,1980,0,1973,0,122029,2120,7280,2,77,530000
65425041,07-05-2016,4,2.75,2280,2850,1.5,0,0,4,7,1540,740,1930,0,122006,1680,3800,2,50,530000
65425042,07-05-2016,3,2.25,2430,73151,1,0,0,3,8,2430,0,1974,0,122015,2800,39250,3,53,524000
65425043,07-05-2016,2,1,1060,4960,1,0,0,3,7,1060,0,1926,0,122028,1420,4960,3,57,515000
65425044,07-05-2016,3,1.75,1410,1197,3,0,0,3,8,1410,0,2012,0,122028,1350,2512,3,54,500000
65425045,07-05-2016,2,1.5,1110,957,2,0,0,3,8,930,180,2005,0,122003,1680,1104,2,56,499000
65425046,07-05-2016,3,2.5,,,2,0,0,3,8,2310,0,2011,0,122058,2440,4711,3,58,494000
65425047,07-05-2016,5,2.25,2440,20828,1.5,0,0,4,8,2440,0,1975,0,122035,2670,14472,2,50,489990
65425048,07-05-2016,3,2,1510,43560,1,0,0,3,7,1510,0,1954,0,122037,2060,67756,2,78,450000
65425049,07-05-2016,2,1.5,1020,1060,3,0,0,3,8,1020,0,2008,0,122028,1340,1415,2,69,441750
65425050,07-05-2016,2,1,980,1179,2,0,0,3,8,980,0,2010,0,122003,1190,1600,3,77,438000
65425051,07-05-2016,3,1.75,1310,9282,1,0,0,4,7,1310,0,1976,0,122005,1310,8748,3,68,437000
65425052,07-05-2016,3,1.75,1460,7700,1,0,0,3,7,1460,0,1979,0,122005,1720,7280,1,63,424500
65425053,07-05-2016,3,2.5,,,3,0,0,3,8,1470,70,2008,0,122028,1540,1418,1,53,413450
65425054,07-05-2016,2,1,1020,8155,1,0,0,4,7,1020,0,1948,0,122050,1430,8157,3,69,405000
65425055,07-05-2016,,2.75,2090,8354,2,0,0,3,8,2090,0,2012,0,122055,2280,6348,1,60,403000
65425056,07-05-2016,3,2.5,1960,8000,1,0,0,4,7,1290,670,1977,0,122033,1960,8000,1,66,402000
65425057,07-05-2016,3,1.75,1890,9920,1,0,0,3,7,1230,660,1944,0,122022,1380,9086,1,75,385000
65425058,07-05-2016,6,2.25,3206,5793,2,0,0,3,7,3206,0,2012,0,122066,2527,5804,3,77,375000
65425059,07-05-2016,2,1.5,960,1808,2,0,0,3,7,960,0,1993,0,122044,1290,1668,2,68,358000
65425060,07-05-2016,4,1.75,2250,13515,1,0,0,4,8,2150,100,1940,0,122065,2150,12508,1,58,350000
65425061,07-05-2016,3,1.75,1590,9620,1,0,0,3,7,1590,0,1988,0,122015,2980,9398,2,66,349000
65425062,07-05-2016,4,2.5,2460,7350,2,0,0,3,9,2460,0,1989,0,122018,2390,8568,2,76,347500
65425063,07-05-2016,3,1.5,2240,87625,1.5,0,0,2,7,1480,760,1980,0,122023,1920,110206,2,63,335000
65425064,07-05-2016,2,2,1550,435600,1.5,0,0,2,7,1550,0,1972,0,122008,1600,217800,3,75,330000
65425065,07-05-2016,4,,2320,6270,2,0,0,3,8,2320,0,2004,0,122035,2150,6270,2,51,325900
65425066,07-05-2016,2,,860,1277,2,0,0,3,7,860,0,2007,0,122054,1280,1265,2,52,321950
65425067,07-05-2016,3,1.75,,,1,0,0,5,7,1890,0,1966,0,122035,1500,14536,2,74,307000
65425068,07-05-2016,3,2,1240,10800,1,0,0,3,7,1240,0,1967,2010,122046,1480,8840,2,74,297950
65425069,07-05-2016,2,1.75,2200,89298,1,0,0,3,7,1100,1100,1973,0,122012,2590,89298,3,74,295000
65425070,07-05-2016,3,2.5,1920,7229,2,0,0,3,8,1920,0,1993,0,122040,2310,8009,1,64,295000
65425071,07-05-2016,4,2.5,1810,6509,2,0,0,3,7,1810,0,1994,0,122035,1760,7417,1,59,270000
65425072,07-05-2016,3,2.5,1940,8547,1,0,0,3,7,1460,480,1989,0,122065,1750,7803,2,52,266000
65425073,07-05-2016,4,2.5,2020,6236,2,0,0,3,7,2020,0,2002,0,122039,1940,5076,1,78,262000
65425074,07-05-2016,4,1.5,2130,8800,1,0,0,3,7,1100,1030,1962,0,122066,1480,8120,3,63,260000
65425075,07-05-2016,4,1.75,,8320,1,0,0,3,7,1230,500,1977,0,122018,1840,9800,2,53,258000
65425076,07-05-2016,3,1.75,1390,7399,1,0,0,4,7,1390,0,1975,0,122067,1460,7800,1,71,246000
65425077,07-05-2016,3,1.5,1260,7964,1,0,0,4,7,1260,0,1955,0,122060,1510,8776,3,70,245000
65425078,07-05-2016,2,1,1270,3008,1,0,0,4,6,650,620,1923,0,122051,1270,1514,1,72,235000
65425079,07-05-2016,3,1.75,950,6000,1,0,0,3,6,790,160,1939,0,122059,1360,6000,1,51,230000
65425080,07-05-2016,3,1,1390,16000,1,0,0,4,6,1390,0,1960,0,122039,1420,10000,3,55,230000
65425081,07-05-2016,3,2.5,1190,3000,2,0,0,3,7,1190,0,2002,0,122063,1190,3000,1,61,229000
65425082,07-05-2016,4,1.75,2000,6120,1,0,0,3,7,1100,900,1965,0,122063,1880,6120,2,77,228000
65425083,07-05-2016,4,1,2100,9200,1,0,0,3,7,1050,1050,1959,0,122056,1540,10033,1,78,211000
65425084,07-05-2016,3,1,1490,8995,1,0,0,4,7,1490,0,1954,0,122056,1490,9000,3,54,207000
65425085,07-05-2016,2,1,720,5040,1,0,0,3,6,720,0,1955,0,122034,1357,5120,1,60,205000
65425086,07-05-2016,2,1.5,,,2,0,0,3,7,980,0,1922,2003,122041,1040,5000,1,70,134000
65425087,07-05-2016,2,1,520,22334,1,0,0,2,5,520,0,1951,0,122056,1572,10570,2,69,82500
65425088,08-05-2016,3,2.25,3000,11665,1.5,1,4,3,11,3000,0,2001,0,122020,3000,15959,2,72,2400000
65425089,08-05-2016,5,6.5,7270,130017,2,0,0,3,12,6420,850,2010,0,122012,1800,44890,1,68,2240000
65425090,08-05-2016,5,4.5,,,2,0,2,3,11,3390,1800,1987,2000,122057,4460,22748,1,64,1700000
65425091,08-05-2016,,2.75,3720,9450,1,0,4,5,10,1960,1760,1962,0,122027,2900,8605,3,75,1370000
65425092,08-05-2016,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,122021,3320,39066,2,72,1160000
65425093,08-05-2016,4,2.25,4230,37769,2,0,0,3,11,4230,0,1989,0,122037,3890,37034,3,68,985000
65425094,08-05-2016,4,3,3750,11025,2,0,0,3,10,3750,0,1976,0,122019,2930,12835,2,57,920000
65425095,08-05-2016,3,2.5,3560,107290,2,0,0,3,10,3560,0,1987,0,122045,3660,89298,1,69,851000
65425096,08-05-2016,,3.5,3810,13592,1,0,1,3,9,2560,1250,2013,0,122053,3230,9311,1,78,839900
65425097,08-05-2016,,2.75,3780,10308,2,0,0,3,10,3780,0,1999,0,122020,3500,10740,2,52,833000
65425098,08-05-2016,4,3.25,3540,159430,2,0,0,3,9,3540,0,2007,0,122041,1940,392040,2,67,800000
65425099,08-05-2016,4,2.5,2830,20345,2,0,0,3,10,1980,850,1979,0,122048,2830,13732,2,80,782000
65425100,08-05-2016,,3.5,2730,3047,2,0,0,3,8,2400,330,2006,0,122009,1980,4600,2,70,769900
65425101,08-05-2016,,2.75,2790,10819,2,0,0,3,10,2790,0,1996,0,122012,3080,12603,2,61,765000
65425102,08-05-2016,3,2.25,2950,78843,1.5,0,0,3,9,2950,0,2006,0,122020,3880,78843,1,63,759000
65425103,08-05-2016,,2.75,3100,3773,2,0,0,3,8,2000,1100,1919,1996,122044,2130,3777,3,79,742500
65425104,08-05-2016,2,2.5,2200,188200,1,0,3,3,8,2200,0,2007,0,122068,2700,84942,1,78,705000
65425105,08-05-2016,,3,2480,45302,1,0,0,4,8,1620,860,1976,0,122037,1260,14100,2,76,610000
65425106,08-05-2016,4,2.5,2260,7753,2,0,0,3,9,2260,0,1989,0,122011,2690,8924,2,72,604000
65425107,08-05-2016,4,2.25,2430,32496,1,0,0,3,9,2430,0,1993,0,122037,2750,35506,3,53,590000
65425108,08-05-2016,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,0,122021,2280,45000,2,70,585000
65425109,08-05-2016,4,2.5,2660,4000,2,0,0,3,8,2660,0,2001,0,122045,2330,4517,3,66,583000
65425110,08-05-2016,4,2.5,2840,6268,2,0,0,3,9,2840,0,1998,0,122058,2790,6526,1,74,580000
65425111,08-05-2016,3,2.25,1660,10140,1,0,0,4,8,1370,290,1980,0,122005,2100,10125,2,64,566000
65425112,08-05-2016,4,2.25,2470,7447,2,0,0,3,8,2470,0,1984,0,122014,2270,7400,2,50,565000
65425113,08-05-2016,4,2.5,2840,4500,2,0,0,3,8,2840,0,2012,0,122058,2840,4939,2,78,557000
65425114,08-05-2016,4,2.5,2330,14289,2,0,0,4,8,2330,0,1978,0,122030,2210,12823,3,57,542500
65425115,08-05-2016,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,1926,0,122064,1430,4000,3,50,536500
65425116,08-05-2016,3,1.75,1300,5413,1.5,0,0,3,7,1300,0,1925,1992,122006,1590,6380,1,74,536000
65425117,08-05-2016,,3,3480,57499,1,0,0,4,8,2340,1140,1976,0,122012,2020,40946,3,68,532000
65425118,08-05-2016,3,2.5,2030,6970,2,0,0,4,8,2030,0,1991,0,122011,2000,6140,1,72,525000
65425119,08-05-2016,3,2,1400,7293,1,0,0,4,7,1400,0,1963,0,122029,1600,7960,1,54,511555
65425120,08-05-2016,3,2.5,2100,5824,2,0,2,3,8,2100,0,1999,0,122008,1890,4140,1,67,505000
65425121,08-05-2016,3,1.75,1750,11340,1,0,1,4,7,1300,450,1987,0,122019,2310,11340,3,76,491300
65425122,08-05-2016,2,1,1840,3300,1.5,0,0,4,6,1130,710,1910,0,122026,1320,4000,1,53,490000
65425123,08-05-2016,3,2,1410,4800,1,0,0,3,7,1410,0,1940,0,122007,1190,3840,2,51,481450
65425124,08-05-2016,4,2.5,1930,9653,1,0,0,4,9,1930,0,1968,0,122018,2100,10454,1,51,465000
65425125,08-05-2016,2,1,1150,4400,1,0,0,4,7,1150,0,1905,0,122047,1240,4400,1,64,463000
65425126,08-05-2016,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,122007,1640,5500,1,58,460000
65425127,08-05-2016,4,2,1650,6000,1,0,0,5,7,1000,650,1959,0,122054,1540,6000,1,65,445000
65425128,08-05-2016,2,2,1150,6634,1,0,0,3,7,860,290,1940,0,122006,1680,6892,3,67,445000
65425129,08-05-2016,4,2.25,2170,10500,1,0,2,4,8,1270,900,1960,0,122031,2080,11019,3,60,431000
65425130,08-05-2016,3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,122027,2440,28826,2,52,428750
65425131,08-05-2016,4,2.25,3060,48787,2,0,0,3,8,3060,0,1992,0,122062,2090,48787,1,65,415000
65425132,08-05-2016,4,2.5,2600,11951,2,0,0,3,10,2600,0,1988,0,122018,2820,12093,3,71,402500
65425133,08-05-2016,3,2.25,1445,1606,2,0,0,3,7,1300,145,2003,0,122012,1410,1286,3,53,387000
65425134,08-05-2016,3,3.25,1410,1253,3,0,0,3,8,1410,0,2005,0,122028,1410,1253,2,72,382000
65425135,08-05-2016,3,2,1340,1384,3,0,0,3,8,1340,0,2008,0,122028,1110,1384,3,74,376000
65425136,08-05-2016,2,1,1420,81892,1,0,0,3,7,1180,240,1956,0,122042,1490,1863,2,73,360000
65425137,08-05-2016,3,2.25,1640,11050,1,0,0,4,8,1640,0,1972,0,122015,1870,11050,2,58,352000
65425138,08-05-2016,3,1.75,1780,120661,1,0,0,4,6,1780,0,1979,0,122055,1440,25000,2,63,336900
65425139,08-05-2016,4,2.5,1940,3784,2,0,0,3,8,1940,0,2003,0,122046,1940,4499,2,71,330000
65425140,08-05-2016,3,2.25,1352,1694,3,0,0,3,8,1352,0,2007,0,122022,1439,1387,2,68,325000
65425141,08-05-2016,4,1.5,1470,70800,1,0,0,3,7,1470,0,1976,0,122062,1810,72337,1,56,325000
65425142,08-05-2016,3,2.25,998,904,2,0,0,3,7,798,200,2007,0,122007,998,1110,1,71,324000
